Institution,AffiliationId,eigenvector,betweenness,degree,strength,clustering,Year
University of Nebraska at Omaha,122266389.0,7.092040313839094e-06,0.0,2.0,0.0779220779220779,0.07728124405084896,1999
University of Nebraska–Lincoln,114395901.0,7.092040313839094e-06,0.0,2.0,0.0779220779220779,0.07728124405084896,1999
University of Nevada Las Vegas,133999245.0,1.30167518437584e-06,0.0,1.0,0.0227272727272727,0.0,1999
University of Nevada Reno,134113660.0,1.30167518437584e-06,0.0,1.0,0.0227272727272727,0.0,1999
"University of Nevada, Las Vegas",133999245.0,1.30167518437584e-06,0.0,1.0,0.0227272727272727,0.0,1999
"University of Nevada, Reno",134113660.0,1.30167518437584e-06,0.0,1.0,0.0227272727272727,0.0,1999
University of New Hampshire,161057412.0,1.3573807425899383e-06,0.0,1.0,0.0256410256410256,0.0,1999
University of New Hampshire Durham,161057412.0,1.3573807425899383e-06,0.0,1.0,0.0256410256410256,0.0,1999
University of New Mexico,169521973.0,,,,,,1999
University of North Carolina System,4210158053.0,1.4351497474502355e-06,0.08596165739022882,5.0,0.0354788028063887,0.002100852699553479,1999
University of North Carolina Wilmington,153901656.0,1.4351497474502355e-06,0.08596165739022882,5.0,0.0354788028063887,0.002100852699553479,1999
University of North Carolina at Chapel Hill,114027177.0,1.4351497474502355e-06,0.08596165739022882,5.0,0.0354788028063887,0.002100852699553479,1999
University of North Carolina at Charlotte,102149020.0,1.4351497474502355e-06,0.08596165739022882,5.0,0.0354788028063887,0.002100852699553479,1999
University of North Carolina at Greensboro,169335092.0,1.4351497474502355e-06,0.08596165739022882,5.0,0.0354788028063887,0.002100852699553479,1999
University of North Carolina at Wilmington,153901656.0,1.4351497474502355e-06,0.08596165739022882,5.0,0.0354788028063887,0.002100852699553479,1999
University of North Dakota,24571045.0,,,,,,1999
University of North Florida,11874761.0,1.5857510611397259e-06,0.015873015873015872,2.0,0.0396825396825396,0.0,1999
University of North Texas,123534392.0,1.2744832505720137e-06,0.0,1.0,0.0212765957446808,0.0,1999
University of North Texas System,2802090120.0,1.2744832505720137e-06,0.0,1.0,0.0212765957446808,0.0,1999
University of Northern Colorado,71966907.0,,,,,,1999
University of Notre Dame,107639228.0,0.00011007913748223934,0.2556173984745413,6.0,0.06357307318635319,0.001739687984337313,1999
University of Oklahoma,8692664.0,1.5834176663233958e-06,0.0,2.0,0.0239583333333333,0.021371509815489177,1999
University of Pacific,119942576.0,1.4229299189426186e-06,0.0,1.0,0.0263157894736842,0.0,1999
University of Pittsburgh,170201317.0,3.849828462462519e-06,0.0797773654916512,6.0,0.0709928413668568,0.0034723933181165854,1999
University of Rhode Island,17626003.0,9.718484422580631e-07,0.0,1.0,0.0142857142857142,0.0,1999
University of San Diego,160856358.0,,,,,,1999
University of South Alabama,83809506.0,1.0483370885942742e-05,0.0,2.0,0.09308755760368649,0.08580376467210322,1999
University of South Carolina,155781252.0,1.2142645430653064e-06,0.0313337456194599,2.0,0.0225396825396824,0.0,1999
University of South Florida,2613432.0,1.5857510611397259e-06,0.015873015873015872,2.0,0.0396825396825396,0.0,1999
University of Southern California,1174212.0,1.2037185215304755e-06,0.08822923108637394,2.0,0.018215374739207098,0.0,1999
University of Southern Mississippi,44854399.0,,,,,,1999
University of Southwestern Louisiana,79516672.0,,,,,,1999
University of St. Thomas - Minnesota,161515732.0,4.579925915804034e-06,0.155431869717584,3.0,0.0378135073512067,0.0,1999
University of St. Thomas Minnesota,161515732.0,4.579925915804034e-06,0.155431869717584,3.0,0.0378135073512067,0.0,1999
University of Tennessee Health Science Center,160606119.0,1.4903707755763146e-06,0.0,1.0,0.027027027027027,0.0,1999
University of Tennessee System,2799495847.0,1.4903707755763146e-06,0.0,1.0,0.027027027027027,0.0,1999
University of Tennessee at Knoxville,75027704.0,1.4903707755763146e-06,0.0,1.0,0.027027027027027,0.0,1999
University of Tennessee at Memphis,160606119.0,1.4903707755763146e-06,0.0,1.0,0.027027027027027,0.0,1999
University of Texas Health Science Center at Dallas,4210094379.0,,,,,,1999
University of Texas Health Science Center at Houston,919571938.0,,,,,,1999
University of Texas Health Science Center at San Antonio,165951966.0,,,,,,1999
University of Texas Medical Branch at Galveston,55302922.0,,,,,,1999
University of Texas Rio Grande Valley,2802326326.0,,,,,,1999
University of Texas Southwestern Medical Center at Dallas,4210094379.0,,,,,,1999
University of Texas System,16452829.0,,,,,,1999
University of Texas at Arlington,189196454.0,,,,,,1999
University of Texas at Austin,86519309.0,,,,,,1999
University of Texas at Brownsville/Texas Southmost College,2802326326.0,,,,,,1999
University of Texas at Dallas,162577319.0,,,,,,1999
University of Texas at EI Paso,164936912.0,,,,,,1999
University of Texas at El Paso,164936912.0,,,,,,1999
University of Texas at San Antonio,45438204.0,,,,,,1999
University of Texas at Tyler,221716585.0,,,,,,1999
University of Toledo,90871651.0,8.133990315831704e-07,0.015873015873015872,2.0,0.0144995080524053,0.0,1999
University of Tulsa,87208437.0,2.1058379358698697e-06,0.015873015873015872,3.0,0.0466933139534883,0.007123836605163059,1999
University of Vermont,111236770.0,,,,,,1999
University of Virginia,51556381.0,6.579337538767184e-07,0.0,1.0,0.008130081300813,0.0,1999
University of Washington,201448701.0,,,,,,1999
University of Wisconsin Madison,135310074.0,,,,,,1999
University of Wisconsin Milwaukee,43579087.0,,,,,,1999
University of Wisconsin System,1304256225.0,,,,,,1999
University of Wisconsin–Madison,135310074.0,,,,,,1999
University of Wisconsin–Milwaukee,43579087.0,,,,,,1999
University of Wyoming,12834331.0,,,,,,1999
University of the Pacific,119942576.0,1.4229299189426186e-06,0.0,1.0,0.0263157894736842,0.0,1999
Vanderbilt University,200719446.0,8.457788709148155e-07,0.0,1.0,0.0129870129870129,0.0,1999
Villanova University,7863295.0,1.0948952445320286e-06,0.0,1.0,0.015625,0.0,1999
Virginia Commonwealth University,184840846.0,,,,,,1999
Virginia Polytechnic Institute and State University,859038795.0,,,,,,1999
Virginia Tech,859038795.0,,,,,,1999
Wake Forest University,47251452.0,6.919720684153917e-07,0.0,1.0,0.0068965517241379,0.0,1999
Washington State University,72951846.0,,,,,,1999
Washington University,204465549.0,1.349433844445014e-06,0.0,2.0,0.0223214285714285,0.024593033366908833,1999
Washington University in St. Louis,204465549.0,1.349433844445014e-06,0.0,2.0,0.0223214285714285,0.024593033366908833,1999
West Chester University,161171246.0,0.00014081971759439936,0.0,2.0,0.0261206605999325,0.026095319765059695,1999
West Chester University of Pennsylvania,161171246.0,0.00014081971759439936,0.0,2.0,0.0261206605999325,0.026095319765059695,1999
West Virginia University,12097938.0,0.7008751516020063,0.0,4.0,0.5367879479377956,0.08563108388795292,1999
Western Michigan University,141649380.0,,,,,,1999
Widener University,138659443.0,1.2699517530489463e-06,0.0,1.0,0.0238095238095238,0.0,1999
William & Mary,16285277.0,,,,,,1999
William & Mary College,16285277.0,,,,,,1999
William and Mary,16285277.0,,,,,,1999
William and Mary College,16285277.0,,,,,,1999
Worcester Polytechnic Institute,107077323.0,9.339451303282873e-07,0.0,1.0,0.0076923076923076,0.0,1999
Wright State University,19648265.0,8.133990315831704e-07,0.015873015873015872,2.0,0.0144995080524053,0.0,1999
Yale University,32971472.0,5.092487241059077e-06,0.015873015873015872,2.0,0.041476407914764,0.0,1999
Yeshiva College,19772626.0,1.4164209405400687e-06,0.16202844774273345,4.0,0.0281972331016698,0.0,1999
Yeshiva University,19772626.0,1.4164209405400687e-06,0.16202844774273345,4.0,0.0281972331016698,0.0,1999
Adelphi University,71965598.0,,,,,,2000
American University,181401687.0,,,,,,2000
Andrews University,102298084.0,2.3303734409154727e-07,0.0,1.0,0.0508474576271186,0.0,2000
Arizona State University,55732556.0,9.168654414629256e-08,0.0,1.0,0.0204081632653061,0.0,2000
Auburn University,82497590.0,8.475387308134148e-06,0.0,2.0,0.14143920595533488,0.14891894754430737,2000
Ball State University,198089087.0,,,,,,2000
Baylor University,157394403.0,1.3632072004983268e-07,0.0,2.0,0.025849212924606402,0.02842729073232686,2000
Binghamton University,123946342.0,,,,,,2000
"Binghamton University, SUNY",123946342.0,,,,,,2000
Biola University,152479009.0,,,,,,2000
Boston College,103531236.0,7.07876882249596e-08,0.0,1.0,0.0133333333333333,0.0,2000
Boston University,111088046.0,7.787885380757101e-08,0.01718213058419244,2.0,0.025562994522215398,0.0,2000
Bowling Green State University,157417397.0,6.328947413210887e-08,0.023625429553264604,3.0,0.019191919191919,0.0,2000
Brandeis University,6902469.0,1.0457885175087776e-07,0.0,2.0,0.0221813725490195,0.02581060835353191,2000
Brooklyn Polytechnic University,57206974.0,3.246359908713588e-07,0.4115120274914089,9.0,0.07704131737182292,0.0013252757990163892,2000
Brown University,27804330.0,1.2805241875475026e-07,0.06357388316151202,4.0,0.0423807315597723,0.0,2000
California State University East Bay,184813773.0,1.019358564406801e-06,0.0,1.0,0.0851063829787234,0.0,2000
California State University Fresno,67328108.0,1.019358564406801e-06,0.0,1.0,0.0851063829787234,0.0,2000
California State University Fullerton,142934699.0,1.019358564406801e-06,0.0,1.0,0.0851063829787234,0.0,2000
California State University Hayward,184813773.0,1.019358564406801e-06,0.0,1.0,0.0851063829787234,0.0,2000
California State University Long Beach,59897056.0,1.019358564406801e-06,0.0,1.0,0.0851063829787234,0.0,2000
California State University San Bernardino,43369023.0,1.019358564406801e-06,0.0,1.0,0.0851063829787234,0.0,2000
California State University System,127339247.0,1.019358564406801e-06,0.0,1.0,0.0851063829787234,0.0,2000
"California State University, East Bay",184813773.0,1.019358564406801e-06,0.0,1.0,0.0851063829787234,0.0,2000
"California State University, Fresno",67328108.0,1.019358564406801e-06,0.0,1.0,0.0851063829787234,0.0,2000
"California State University, Fullerton",142934699.0,1.019358564406801e-06,0.0,1.0,0.0851063829787234,0.0,2000
"California State University, Hayward",184813773.0,1.019358564406801e-06,0.0,1.0,0.0851063829787234,0.0,2000
"California State University, Long Beach",59897056.0,1.019358564406801e-06,0.0,1.0,0.0851063829787234,0.0,2000
"California State University, San Bernardino",43369023.0,1.019358564406801e-06,0.0,1.0,0.0851063829787234,0.0,2000
Carnegie Mellon University,74973139.0,2.7513242222452e-07,0.0509020618556701,5.0,0.0622001622538533,0.002121115257540388,2000
Case Western Reserve University,58956616.0,6.012488261601093e-08,0.000429553264604811,2.0,0.0195741195741195,0.0,2000
Catholic University of America,84470341.0,1.4730643642205174e-07,0.025128865979381444,3.0,0.037961814033542596,0.0,2000
Central Michigan University,1629065.0,,,,,,2000
Chapman University,185071736.0,0.05513698104749243,0.00032216494845360824,4.0,0.059856976273767695,0.05028646306823633,2000
Clark Atlanta University,52064589.0,6.506210778984785e-06,0.01718213058419244,2.0,0.1016731016731016,0.0,2000
Clark College,130785548.0,,,,,,2000
Clark University,130785548.0,,,,,,2000
Clarkson University,16944753.0,5.028583280636778e-08,0.0,1.0,0.0163934426229508,0.0,2000
Clemson University,8078737.0,1.6849454735547688e-07,0.09106529209621993,4.0,0.044816111689967,0.004107224553829905,2000
Cleveland State University,102607778.0,6.328947413210887e-08,0.023625429553264604,3.0,0.019191919191919,0.0,2000
College of William and Mary,16285277.0,,,,,,2000
Colorado School of Mines,167576493.0,,,,,,2000
Columbia University,78577930.0,6.716790140675125e-08,0.010309278350515464,2.0,0.0216435948143265,0.0,2000
Cornell University,205783295.0,0.05529416578888471,0.09890463917525773,7.0,0.10081248631529911,0.01436756087663895,2000
Dartmouth College,107672454.0,9.960210073459137e-08,0.0,1.0,0.0263157894736842,0.0,2000
Drexel University,72816309.0,5.028583280636778e-08,0.0,1.0,0.0163934426229508,0.0,2000
Duke University,170897317.0,1.210255625313276e-05,0.0,1.0,0.0142857142857142,0.0,2000
Duquesne University,165102784.0,1.196204906511125e-07,0.0,1.0,0.0214285714285714,0.0,2000
East Carolina University,186335123.0,6.201856128364536e-08,0.05025773195876289,2.0,0.0137107269009108,0.0,2000
East Tennessee State University,119443389.0,0.00017872600342251987,0.01718213058419244,3.0,0.2367544516798247,0.025323272003895947,2000
Eastern Michigan University,138216421.0,,,,,,2000
Emory University,150468666.0,2.4563579146758937e-05,0.08333333333333333,4.0,0.08666101641711389,0.012661636001947973,2000
Florida Agricultural and Mechanical University,8248082.0,1.5576532968112084e-07,0.01718213058419244,2.0,0.051417270929466005,0.0,2000
Florida Atlantic University,63772739.0,1.5576532968112084e-07,0.01718213058419244,2.0,0.051417270929466005,0.0,2000
Florida Institute of Technology,106959904.0,1.0141663887354055e-07,0.0,1.0,0.0161290322580645,0.0,2000
Florida International University,19700959.0,1.5576532968112084e-07,0.01718213058419244,2.0,0.051417270929466005,0.0,2000
Fordham University,164389053.0,2.768506721426274e-07,0.0506872852233677,4.0,0.06851335948293019,0.004301768058921986,2000
Fullerton University,142934699.0,1.019358564406801e-06,0.0,1.0,0.0851063829787234,0.0,2000
George Mason University,162714631.0,9.502031630323624e-08,0.0,1.0,0.0158730158730158,0.0,2000
George Washington University,193531525.0,7.81741425749916e-08,0.0,1.0,0.0128205128205128,0.0,2000
Georgetown University,184565670.0,3.4946032285358185e-07,0.08440721649484535,4.0,0.0714282892248992,0.0044164626981976875,2000
Georgia Institute of Technology,130701444.0,2.002682748520429e-06,0.0,1.0,0.054054054054054,0.0,2000
Georgia Southern University,39815113.0,2.002682748520429e-06,0.0,1.0,0.054054054054054,0.0,2000
Georgia State University,181565077.0,2.002682748520429e-06,0.0,1.0,0.054054054054054,0.0,2000
Hartford University,162281398.0,,,,,,2000
Harvard University,136199984.0,,,,,,2000
Hofstra University,139290212.0,1.303208142488523e-07,0.0,2.0,0.0198874296435271,0.0,2000
Howard University,137853757.0,6.393341261787552e-08,0.0,1.0,0.0120481927710843,0.0,2000
Illinois Institute of Technology,180949307.0,1.6951799004120613e-07,0.03951890034364261,3.0,0.039222715714978,0.0,2000
Illinois State University,47301684.0,,,,,,2000
Indiana State University,86420138.0,5.4115451241241875e-05,0.01718213058419244,2.0,0.049431818181818105,0.0,2000
Indiana University of Pennsylvania,200885203.0,9.500163280874712e-08,0.0,1.0,0.0133333333333333,0.0,2000
Jackson State University,61937129.0,,,,,,2000
James Madison University,11883440.0,,,,,,2000
Johns Hopkins University,145311948.0,1.589954899334689e-07,0.11125429553264604,5.0,0.0511542587646694,0.002464334732297943,2000
Kennesaw State University,172980758.0,2.002682748520429e-06,0.0,1.0,0.054054054054054,0.0,2000
Kent State University,149910238.0,6.328947413210887e-08,0.023625429553264604,3.0,0.019191919191919,0.0,2000
Lehigh University,186143895.0,1.5620015995963412e-07,0.04531786941580756,4.0,0.054458290272367094,0.0,2000
Loma Linda University,26347476.0,2.3303734409154727e-07,0.0,1.0,0.0508474576271186,0.0,2000
Long Island University,138873065.0,,,,,,2000
Louisiana Tech University,919208787.0,,,,,,2000
Loyola Marymount University,35566140.0,1.0339396197195311e-07,0.060352233676975946,3.0,0.0235904473012662,0.0,2000
Loyola University Chicago,1925986.0,1.7011511886431945e-07,0.035867697594501716,4.0,0.059152731326644205,0.0,2000
Marquette University,102461120.0,2.232014715179466e-07,0.06829896907216494,5.0,0.06650267710748219,0.002842729073232685,2000
Marshall University,88694374.0,0.7004985292050668,0.0,4.0,0.5074052609549564,0.0880479902957119,2000
Massachusetts Institute of Technology,63966007.0,1.2874990294878834e-07,0.24033505154639176,5.0,0.039796767155517096,0.002464334732297943,2000
Mercer University,150149174.0,,,,,,2000
Miami University,83328450.0,6.328947413210887e-08,0.023625429553264604,3.0,0.019191919191919,0.0,2000
